0.002862,-0.307482,0.779533,0.038951,0.032275,-0.703738,0.708656,-0.202539,0.084314,0.194414,0.126000,-0.044638,-0.142265,-0.207107,-0.152013,-0.181355,0.150451,-0.040356,0.064767,-0.021657,-0.079234,0.053981,-0.270520,0.428691,-0.720462,1.348804,-0.201724,0.098584,-0.099135,-0.175233,-0.451638,0.694865,1.284232,0.180670,-0.024069,0.614423
0.002830,-0.307334,0.779414,0.040994,0.034085,-0.704525,0.707664,-0.210004,0.085078,0.196841,0.129583,-0.046249,-0.142384,-0.216250,-0.151959,-0.178395,0.153910,-0.040616,0.064743,-0.020227,-0.081087,0.050014,-0.283967,0.419261,-0.722391,1.383012,-0.205272,0.076570,-0.101664,-0.190129,-0.435236,0.696863,1.321132,0.179843,-0.046518,0.614426
0.002833,-0.307299,0.779395,0.041362,0.034409,-0.704630,0.707521,-0.211410,0.085169,0.197173,0.130228,-0.046463,-0.142406,-0.217893,-0.152003,-0.177979,0.154555,-0.040657,0.064736,-0.019995,-0.081420,0.049463,-0.286579,0.417575,-0.722566,1.389659,-0.205831,0.072125,-0.102205,-0.193037,-0.432088,0.696757,1.328486,0.179296,-0.051112,0.614426
0.002824,-0.307187,0.779348,0.042104,0.035067,-0.704771,0.707303,-0.214471,0.085323,0.197699,0.131808,-0.046967,-0.142379,-0.221237,-0.152163,-0.177260,0.155916,-0.040837,0.064728,-0.019538,-0.082028,0.048438,-0.291939,0.414241,-0.722880,1.403611,-0.206928,0.063109,-0.103504,-0.199063,-0.425602,0.696393,1.343917,0.178489,-0.060869,0.614427
0.002807,-0.307088,0.779290,0.042702,0.035597,-0.704861,0.707151,-0.217052,0.085429,0.198101,0.133269,-0.047551,-0.142209,-0.223994,-0.152315,-0.176709,0.157151,-0.040971,0.064740,-0.019066,-0.082405,0.047702,-0.296325,0.411528,-0.722933,1.415420,-0.207263,0.055519,-0.104504,-0.204213,-0.420177,0.695933,1.357198,0.177681,-0.069248,0.614427
0.002767,-0.306977,0.779256,0.043169,0.036052,-0.704900,0.707062,-0.219304,0.085581,0.198300,0.134627,-0.048024,-0.142157,-0.226328,-0.152329,-0.176098,0.158405,-0.041031,0.064765,-0.018519,-0.082519,0.047176,-0.299788,0.409439,-0.723061,1.425119,-0.207649,0.049017,-0.105198,-0.208500,-0.415896,0.695522,1.368248,0.176547,-0.076241,0.614428
0.002705,-0.306869,0.779232,0.043555,0.036421,-0.704932,0.706989,-0.221276,0.085743,0.198366,0.135962,-0.048458,-0.142336,-0.228278,-0.152334,-0.175624,0.159521,-0.041076,0.064674,-0.017772,-0.082582,0.046852,-0.302514,0.407932,-0.723222,1.433126,-0.208090,0.043977,-0.105829,-0.212000,-0.412332,0.695280,1.377421,0.176018,-0.081991,0.614428
0.002594,-0.306777,0.779199,0.043842,0.036735,-0.704917,0.706971,-0.222940,0.085973,0.198340,0.137114,-0.048797,-0.142476,-0.229779,-0.152265,-0.175383,0.160389,-0.041237,0.064598,-0.017096,-0.082558,0.046653,-0.304480,0.406985,-0.723312,1.439587,-0.208104,0.039718,-0.106160,-0.214704,-0.409389,0.694545,1.384759,0.175307,-0.086505,0.614428
0.002457,-0.306705,0.779170,0.044052,0.036985,-0.704871,0.706992,-0.224292,0.086199,0.198210,0.138102,-0.049048,-0.142649,-0.230898,-0.152210,-0.175443,0.160973,-0.041452,0.064301,-0.016399,-0.082589,0.046622,-0.305859,0.406646,-0.723434,1.444853,-0.207497,0.036174,-0.106218,-0.216768,-0.406880,0.693973,1.390617,0.174856,-0.090262,0.614429
0.002290,-0.306633,0.779157,0.044217,0.037211,-0.704791,0.707050,-0.225504,0.086451,0.197997,0.139001,-0.049268,-0.142977,-0.231791,-0.152109,-0.175605,0.161443,-0.041677,0.064189,-0.015852,-0.082534,0.046634,-0.306635,0.406789,-0.723338,1.449134,-0.207619,0.033145,-0.106494,-0.218400,-0.404983,0.693462,1.395314,0.174356,-0.093336,0.614429
