0.002862,-0.307482,0.779533,0.038951,0.032275,-0.703738,0.708656,-0.202539,0.06235040634174971,0.194414,0.126,-0.044638,-0.142265,-0.207107,-0.1227282084556664,-0.181355,0.150451,-0.040356,0.064767,-0.021657,-0.079234,0.053981,-0.27052,0.428691,-0.720462,1.348804,-0.201724,0.098584,-0.099135,-0.175233,-0.451638,0.694865,1.284232,0.18067,-0.024069,0.15053744509688793
0.00283,-0.307334,0.779414,0.040994,0.034085,-0.704525,0.707664,-0.210004,0.06303506331047196,0.1965645246985181,0.129583,-0.046249,-0.142384,-0.21625,-0.12258765242154523,-0.17821068313234542,0.15391,-0.040616,0.064743,-0.020227,-0.081087,0.050014,-0.283967,0.419261,-0.722391,1.383012,-0.205272,0.07657,-0.101664,-0.190129,-0.435236,0.696863,1.321132,0.179843,-0.046518,0.15055458004853794
0.002833,-0.307299,0.779395,0.041362,0.034409,-0.70463,0.707521,-0.21141,0.06304672027919421,0.19662004939703623,0.130228,-0.046463,-0.142406,-0.217893,-0.12254509638742403,-0.17761036626469082,0.154555,-0.040657,0.064736,-0.019995,-0.08142,0.049463,-0.286579,0.417575,-0.722566,1.389659,-0.205831,0.072125,-0.102205,-0.193037,-0.432088,0.696757,1.328486,0.179296,-0.051112,0.1505687150001881
0.002824,-0.307187,0.779348,0.042104,0.035067,-0.704771,0.707303,-0.214471,0.06312137724791646,0.19686957409555436,0.131808,-0.046967,-0.142379,-0.221237,-0.12261854035330284,-0.17670704939703624,0.155916,-0.040837,0.064728,-0.019538,-0.082028,0.048438,-0.291939,0.414241,-0.72288,1.403611,-0.206928,0.063109,-0.103504,-0.199063,-0.425602,0.696393,1.343917,0.178489,-0.060869,0.15058384995183816
0.002807,-0.307088,0.77929,0.042702,0.035597,-0.704861,0.707151,-0.217052,0.06314803421663871,0.19699509879407248,0.133269,-0.047551,-0.142209,-0.223994,-0.12268398431918166,-0.17597173252938164,0.157151,-0.040971,0.06474,-0.019066,-0.082405,0.047702,-0.296325,0.411528,-0.722933,1.41542,-0.207263,0.055519,-0.104504,-0.204213,-0.420177,0.695933,1.357198,0.177681,-0.069248,0.1505979849034882
0.002767,-0.306977,0.779256,0.043169,0.036052,-0.7049,0.707062,-0.219304,0.06322069118536097,0.1969176234925906,0.134627,-0.048024,-0.142157,-0.226328,-0.12261142828506048,-0.17517641566172706,0.158405,-0.041031,0.064765,-0.018519,-0.082519,0.047176,-0.299788,0.409439,-0.723061,1.425119,-0.207649,0.049017,-0.105198,-0.2085,-0.415896,0.695522,1.368248,0.176547,-0.076241,0.15061311985513826
0.002705,-0.306869,0.779232,0.043555,0.036421,-0.704932,0.706989,-0.221276,0.0633033481540832,0.1967071481911087,0.135962,-0.048458,-0.142336,-0.228278,-0.12252987225093928,-0.17451809879407248,0.159521,-0.041076,0.064674,-0.017772,-0.082582,0.046852,-0.302514,0.407932,-0.723222,1.433126,-0.20809,0.043977,-0.105829,-0.212,-0.412332,0.69528,1.377421,0.176018,-0.081991,0.1506272548067883
0.002594,-0.306777,0.779199,0.043842,0.036735,-0.704917,0.706971,-0.22294,0.06345400512280545,0.19640467288962682,0.137114,-0.048797,-0.142476,-0.229779,-0.12237431621681813,-0.1740927819264179,0.160389,-0.041237,0.064598,-0.017096,-0.082558,0.046653,-0.30448,0.406985,-0.723312,1.439587,-0.208104,0.039718,-0.10616,-0.214704,-0.409389,0.694545,1.384759,0.175307,-0.086505,0.15064138975843855
0.002457,-0.306705,0.77917,0.044052,0.036985,-0.704871,0.706992,-0.224292,0.0636006620915277,0.19599819758814493,0.138102,-0.049048,-0.142649,-0.230898,-0.12223276018269694,-0.1739684650587633,0.160973,-0.041452,0.064301,-0.016399,-0.082589,0.046622,-0.305859,0.406646,-0.723434,1.444853,-0.207497,0.036174,-0.106218,-0.216768,-0.40688,0.693973,1.390617,0.174856,-0.090262,0.1506565247100886
0.00229,-0.306633,0.779157,0.044217,0.037211,-0.704791,0.70705,-0.225504,0.06377331906024995,0.19550872228666305,0.139001,-0.049268,-0.142977,-0.231791,-0.12204520414857575,-0.1739461481911087,0.161443,-0.041677,0.064189,-0.015852,-0.082534,0.046634,-0.306635,0.406789,-0.723338,1.449134,-0.207619,0.033145,-0.106494,-0.2184,-0.404983,0.693462,1.395314,0.174356,-0.093336,0.15067065966173865
0.002103,-0.306568,0.779146,0.044355,0.037418,-0.704686,0.707137,-0.226584,0.0639389760289722,0.1949572469851812,0.139794,-0.049508,-0.143168,-0.232539,-0.12178064811445458,-0.17375183132345412,0.16193,-0.041776,0.064156,-0.015434,-0.082385,0.046637,-0.306804,0.407428,-0.723032,1.452526,-0.208295,0.030609,-0.106926,-0.219615,-0.403803,0.693114,1.399101,0.173974,-0.09576,0.15068479461338868
0.001912,-0.306519,0.779128,0.044471,0.037601,-0.704579,0.707227,-0.227527,0.06411263299769446,0.19435577168369927,0.140498,-0.049752,-0.143407,-0.233175,-0.1215270920803334,-0.17360251445579955,0.162345,-0.041814,0.064121,-0.015141,-0.082227,0.046747,-0.306533,0.408495,-0.722964,1.455461,-0.208232,0.028633,-0.107192,-0.22047,-0.403089,0.692667,1.402459,0.173767,-0.097669,0.15069892956503883
0.001716,-0.306462,0.779117,0.044607,0.037776,-0.704495,0.707294,-0.228485,0.0643132899664167,0.19385329638221743,0.141264,-0.049977,-0.143602,-0.233777,-0.1213235360462122,-0.17366619758814494,0.162592,-0.042139,0.064051,-0.014943,-0.082171,0.046991,-0.305956,0.409841,-0.723904,1.458309,-0.20789,0.027173,-0.106713,-0.221222,-0.402868,0.692592,1.405963,0.173047,-0.098978,0.15071306451668898
0.001507,-0.306387,0.779101,0.044791,0.038002,-0.704409,0.707356,-0.229731,0.06451894693513895,0.19329682108073554,0.142412,-0.050382,-0.143699,-0.234496,-0.12108098001209101,-0.17373388072049037,0.16282,-0.042359,0.063954,-0.014957,-0.081989,0.047171,-0.305073,0.411109,-0.726446,1.461118,-0.2071,0.026703,-0.106539,-0.221828,-0.402896,0.692988,1.410275,0.171896,-0.09944,0.150727199468339
0.001319,-0.306297,0.779072,0.045082,0.038335,-0.704323,0.707405,-0.231294,0.0646986039038612,0.19278034577925365,0.143579,-0.050888,-0.143901,-0.235603,-0.12085042397796983,-0.17382256385283576,0.163326,-0.042906,0.063835,-0.015452,-0.081632,0.047023,-0.304003,0.411887,-0.733063,1.464545,-0.206119,0.026956,-0.106614,-0.222578,-0.402315,0.693166,1.416767,0.170877,-0.098559,0.15074233441998908
